x,y
-7977,-19420.67
-6619,-15740.49
22087,62052.77
29184,81285.64
52673,144940.83
-71588,-191806.48
-33548,-88718.08
-59518,-159096.78
-60407,-161505.97
37618,104141.78
6308,19291.68
-69576,-186353.96
21314,59957.94
94242,257592.82
20055,56546.05
32874,91285.54
91873,251172.83
-9938,-24734.98
43543,120198.53
71184,195105.64
68877,188853.67
84233,230468.43
-89198,-239529.58
86773,237351.83
67670,185582.7
-49305,-131419.55
-22828,-59666.88
23894,66949.74
-93264,-250548.44
-14882,-38133.22
92875,253888.25
-84870,-227800.7
-4537,-10098.27
-97205,-261228.55
31501,87564.71
10534,30744.14
25031,70031.01
59788,164222.48
-68569,-183624.99
89346,244324.66
-41468,-110181.28
-98797,-265542.87
29495,82128.45
51978,143057.38
15675,44676.25
19694,55567.74
-2818,-5439.78
-17160,-44306.6
94593,258544.03
-34575,-91501.25
25354,70906.34
-63324,-169411.04
7364,22153.44
-47155,-125593.05
-4242,-9298.82
77521,212278.91
33375,92643.25
-61001,-163115.71
-13682,-34881.22
33730,93605.3
31901,88648.71
-70771,-189592.41
34939,96881.69
30853,85808.63
-93524,-251253.04
-36089,-95604.19
6723,20416.33
-30228,-79720.88
30290,84282.9
9448,27801.08
-29111,-76693.81
53555,147331.05
-27211,-71544.81
32763,90984.73
6145,18849.95
-69592,-186397.32
72792,199463.32
-40340,-107124.4
-26796,-70420.16
62416,171344.36
-12885,-32721.35
-78395,-210253.45
38625,106870.75
95205,260202.55
94589,258533.19
-48580,-129454.8
-1321,-1382.91
-3481,-7236.51
-15261,-39160.31
69834,191447.14
25508,71323.68
72703,199222.13
18250,51654.5
-3064,-6106.44
-27434,-72149.14
7087,21402.77
92855,253834.05
6608,20104.68
11114,32315.94
93517,255628.07
72143,197704.53
-73894,-198055.74
18715,52914.65
24334,68142.14
95899,262083.29
52364,144103.44
-13170,-33493.7
-32043,-84639.53
-46651,-124227.21
79003,216295.13
-69671,-186611.41
69692,191062.32
-70157,-187928.47
-82266,-220743.86
-50252,-133985.92
44390,122493.9
74925,205243.75
45911,126615.81
5730,17725.3
61986,170179.06
-95646,-257003.66
-46932,-124988.72
33515,93022.65
-1292,-1304.32
-5202,-11900.42
-3807,-8119.97
53780,147940.8
-72731,-194904.01
93152,254638.92
95226,260259.46
-13794,-35184.74
76228,208774.88
74274,203479.54
-36183,-95858.93
92987,254191.77
-26983,-70926.93
73155,200447.05
65117,178664.07
37338,103382.98
-29754,-78436.34
-3457,-7171.47
83416,228254.36
-63723,-170492.33
80856,221316.76
-26449,-69479.79
23778,66635.38
-90550,-243193.5
-5078,-11564.38
73390,201083.9
11723,33966.33
-14618,-37417.78
11331,32904.01
-71776,-192315.96
21348,60050.08
-12319,-31187.49
27351,76318.21
30292,84288.32
9736,28581.56
-51587,-137603.77
15542,44315.82
63672,174748.12
-31242,-82468.82
-82296,-220825.16
81884,224102.64
-47340,-126094.4
58838,161647.98
-25417,-66683.07
32260,89621.6
30149,83900.79
28107,78366.97
9004,26597.84
69590,190785.9
24573,68789.83
28803,80253.13
-35370,-93655.7
20,2251.2
39421,109027.91
-87113,-233879.23
4681,14882.51
-96727,-259933.17
-14598,-37363.58
-64200,-171785.0
-57092,-152522.32
60931,167320.01
9888,28993.48
13257,38123.47
-34828,-92186.88
80443,220197.53
51221,141005.91
-41921,-111408.91
89262,244097.02
92892,253934.32
90460,247343.6
-15752,-40490.92
54895,150962.45
-3555,-7437.05
43294,119523.74
-37195,-98601.45
67736,185761.56
-80958,-217199.18
87597,239584.87
65647,180100.37
37769,104550.99
40871,112957.41
27754,77410.34
-85062,-228321.02
-65184,-174451.64
73883,202419.93
-75729,-203028.59
74472,204016.12
-34530,-91379.3
-1680,-2355.8
-49902,-133037.42
8830,26126.3
-33963,-89842.73
-68237,-182725.27
82447,225628.37
-21548,-56198.08
301,3012.71
-87666,-235377.86
5536,17199.56
-25011,-65582.81
27390,76423.9
-65045,-174074.95
-91987,-247087.77
-9454,-23423.34
70682,193745.22
86126,235598.46
96371,263362.41
-61865,-165457.15
85336,233457.56
-71724,-192175.04
80746,221018.66
-32241,-85176.11
86687,237118.77
81536,223159.56
-61138,-163486.98
-96375,-258979.25
-16188,-41672.48
28327,78963.17
-87048,-233703.08
-77397,-207548.87
64148,176038.08
70647,193650.37
32377,89938.67
-67798,-181535.58
97808,267256.68
-93599,-251456.29
-58740,-156988.4
-94257,-253239.47
-36483,-96671.93
70697,193785.87
97288,265847.48
79084,216514.64
39845,110176.95
-3745,-7951.95
-59328,-158581.88
-64097,-171505.87
-85776,-230255.96
9108,26879.68
34671,96155.41
76736,210151.56
57145,157059.95
-88746,-238304.66
79245,216950.95
26893,75077.03
-61549,-164600.79
19985,56356.35
-42547,-113105.37
86355,236219.05
77618,212541.78
12660,36505.6
-15474,-39737.54
42801,118187.71
-49065,-130769.15
44835,123699.85
81011,221736.81
9196,27118.16
29785,82914.35
97473,266348.83
32353,89873.63
98458,269018.18
40294,111393.74
86591,236858.61
66072,181252.12
-89959,-241591.89
-31780,-83926.8
-53920,-143926.2
-28822,-75910.62
-66324,-177541.04
40838,112867.98
-4210,-9212.1
27920,77860.2
22615,63483.65
-27811,-73170.81
47916,132049.36
-99291,-266881.61
-70146,-187898.66
84312,230682.52
41389,114361.19
20611,58052.81
-41074,-109113.54
-19395,-50363.45
2742,9627.82
75392,206509.32
-52018,-138771.78
17808,50456.68
85819,234766.49
-88434,-237459.14
-43684,-116186.64
-16930,-43683.3
-74192,-198863.32
-56489,-150888.19
9697,28475.87
57452,157891.92
-16553,-42661.63
90471,247373.41
-30539,-80563.69
67455,185000.05
61345,168441.95
-68618,-183757.78
83638,228855.98
-36991,-98048.61
20470,57670.7
30976,86141.96
-17781,-45989.51
-20046,-52127.66
82949,226988.79
52131,143472.01
96205,262912.55
22472,63096.12
50801,139867.71
66989,183737.19
-69870,-187150.7
-23811,-62330.81
-18735,-48574.85
-15459,-39696.89
-25964,-68165.44
-17495,-45214.45
7464,22424.44
79208,216850.68
11119,32329.49
64037,175737.27
24373,68247.83
-16133,-41523.43
79168,216742.28
48088,132515.48
-31423,-82959.33
-77476,-207762.96
-84013,-225478.23
51238,141051.98
7065,21343.15
9122,26917.62
-56167,-150015.57
-7920,-19266.2
-58555,-156487.05
-88202,-236830.42
-94060,-252705.6
-75273,-201792.83
-84076,-225648.96
-62384,-166863.64
12429,35879.59
-33514,-88625.94
37760,104526.6
-75494,-202391.74
80634,220715.14
30626,85193.46
90802,248270.42
-5308,-12187.68
-65557,-175462.47
-73028,-195708.88
73234,200661.14
55839,153520.69
60793,166946.03
-96528,-259393.88
69852,191495.92
-87613,-235234.23
-13233,-33664.43
-90147,-242101.37
-3265,-6651.15
-2200,-3765.0
-76866,-206109.86
85098,232812.58
12141,35099.11
-17999,-46580.29
-97011,-260702.81
8546,25356.66
72870,199674.7
16172,46023.12
56272,154694.12
-42008,-111644.68
10657,31077.47
-18914,-49059.94
37594,104076.74
83766,229202.86
-79866,-214239.86
79675,218116.25
81000,221707.0
-74421,-199483.91
65016,178390.36
-74216,-198928.36
97098,265332.58
-74732,-200326.72
-91372,-245421.12
-68706,-183996.26
-34339,-90861.69
57275,157412.25
-94408,-253648.68
62837,172485.27
-3160,-6366.6
-26043,-68379.53
21053,59250.63
-16332,-42062.72
69720,191138.2
55593,152854.03
-10314,-25753.94
98581,269351.51
-42486,-112940.06
20822,58624.62
-42295,-112422.45
64608,177284.68
-55746,-148874.66
8358,24847.18
-96734,-259952.14
-63739,-170535.69
-44883,-119435.93
79795,218441.45
-87558,-235085.18
61238,168151.98
49448,136201.08
-43964,-116945.44
-77626,-208169.46
26319,73521.49
-38991,-103468.61
-44955,-119631.05
61718,169452.78
-26738,-70262.98
64158,176065.18
-11903,-30060.13
-97816,-262884.36
35284,97816.64
1116,5221.36
30900,85936.0
48028,132352.88
-4443,-9843.53
91042,248920.82
-5457,-12591.47
41527,114735.17
38303,105998.13
40111,110897.81
80056,219148.76
-90319,-242567.49
90510,247479.1
35616,98716.36
-61546,-164592.66
-63618,-170207.78
75886,207848.06
17135,48632.85
-50165,-133750.15
56490,155284.9
-1871,-2873.41
35305,97873.55
-72391,-193982.61
84890,232248.9
83473,228408.83
54492,149870.32
-69769,-186876.99
-49842,-132874.82
43115,119038.65
85597,234164.87
-95156,-255675.76
37618,104141.78
82385,225460.35
-28789,-75821.19
1029,4985.59
-33348,-88176.08
-66414,-177784.94
-36015,-95403.65
-75004,-201063.84
12934,37248.14
33078,91838.38
42361,116995.31
35412,98163.52
12511,36101.81
9422,27730.62
4337,13950.27
-54930,-146663.3
-41632,-110625.72
70880,194281.8
-47301,-125988.71
-23495,-61474.45
57813,158870.23
85190,233061.9
-91070,-244602.7
58885,161775.35
-59904,-160142.84
89021,243443.91
-57343,-153202.53
-17367,-44867.57
-34663,-91739.73
42560,117534.6
27369,76366.99
-45682,-121601.22
-29889,-78802.19
-64719,-173191.49
12318,35578.78
-68990,-184765.9
2624,9308.04
-54927,-146655.17
-32263,-85235.73
44793,123586.03
61326,168390.46
-90020,-241757.2
-41938,-111454.98
1958,7503.18
-56356,-150527.76
70361,192875.31
-81515,-218708.65
-80027,-214676.17
38748,107204.08
-92199,-247662.29
76662,209951.02
-18877,-48959.67
-84754,-227486.34
69739,191189.69
38440,106369.4
-82197,-220556.87
-3665,-7735.15
14851,42443.21
-57077,-152481.67
75990,208129.9
-64027,-171316.17
-5839,-13626.69
60582,166374.22
-8582,-21060.22
-84230,-226066.3
65934,180878.14
96944,264915.24
80945,221557.95
-42915,-114102.65
31187,86713.77
11536,33459.56
-24369,-63842.99
96771,264446.41
76395,209227.45
-71623,-191901.33
-15218,-39043.78
16059,45716.89
89717,245330.07
46090,127100.9
-96607,-259607.97
-59300,-158506.0
15130,43199.3
69877,191563.67
-13029,-33111.59
-52518,-140126.78
71847,196902.37
68801,188647.71
-65767,-176031.57
29198,81323.58
18180,51464.8
-49147,-130991.37
-80421,-215743.91
-25882,-67943.22
6604,20093.84
47862,131903.02
93280,254985.8
-98044,-263502.24
48781,134393.51
-45512,-121140.52
-36710,-97287.1
-69161,-185229.31
2944,10175.24
-80810,-216798.1
47043,129683.53
-31682,-83661.22
-25018,-65601.78
10711,31223.81
98817,269991.07
54102,148813.42
-93412,-250949.52
51586,141995.06
-69452,-186017.92
-65267,-174676.57
-4112,-8946.52
-16703,-43068.13
54278,149290.38
-52100,-138994.0
-72905,-195375.55
99909,272950.39
-95445,-256458.95
-878,-182.38
-14281,-36504.51
-83392,-223795.32
58701,161276.71
82930,226937.3
-22070,-57612.7
88208,241240.68
-9396,-23266.16
-16633,-42878.43
-87247,-234242.37
-52889,-141132.19
-85819,-230372.49
-86571,-232410.41
-35555,-94157.05
18902,53421.42
30085,83727.35
-81016,-217356.36
-99255,-266784.05
-17804,-46051.84
-58078,-155194.38
-54499,-145495.29
41315,114160.65
60970,167425.7
13572,38977.12
-7931,-19296.01
-249,1522.21
39858,110212.18
50792,139843.32
-67475,-180660.25
-26885,-70661.35
51377,141428.67
-27748,-73000.08
-70799,-189668.29
29308,81621.68
-35552,-94148.92
-25708,-67471.68
85564,234075.44
-78521,-210594.91
24620,68917.2
81129,222056.59
-76558,-205275.18
86625,236950.75
54953,151119.63
68832,188731.72
-17646,-45623.66
-63538,-169990.98
13703,39332.13
96573,263909.83
-31441,-83008.11
23379,65554.09
-5625,-13046.75
-95432,-256423.72
97130,265419.3
-66009,-176687.39
-36487,-96682.77
-44087,-117278.77
-46512,-123850.52
-87925,-236079.75
21497,60453.87
-39430,-104658.3
46732,128840.72
36850,102060.5
-343,1267.47
51212,140981.52
-55933,-149381.43
52663,144913.73
38316,106033.36
-54406,-145243.26
70927,194409.17
85981,235205.51
39983,110550.93
-17243,-44531.53
-32384,-85563.64
84495,231178.45
-53208,-141996.68
58210,159946.1
-65903,-176400.13
-2147,-3621.37
20603,58031.13
-2074,-3423.54
548,3682.08
-52873,-141088.83
56420,155095.2
-82842,-222304.82
60307,165628.97
9254,27275.34
58166,159826.86
-62939,-168367.69
-57328,-153161.88
44967,124057.57
-72499,-194275.29
-25082,-65775.22
-74820,-200565.2
53520,147236.2
67327,184653.17
67362,184748.02
-71893,-192633.03
-17475,-45160.25
95822,261874.62
-60138,-160776.98
9756,28635.76
-75941,-203603.11
35297,97851.87
22952,64396.92
-98039,-263488.69
98863,270115.73
93041,254338.11
-28921,-76178.91
-46772,-124555.12
11161,32443.31
2953,10199.63
-73138,-196006.98
19672,55508.12
72339,198235.69
-719,248.51
-48899,-130319.29
40628,112298.88
-35282,-93417.22
28486,79394.06
-63968,-171156.28
7309,22004.39
61376,168525.96
-29538,-77850.98
-87352,-234526.92
6594,20066.74
47443,130767.53
-10621,-26585.91
-21500,-56068.0
32600,90543.0
15629,44551.59
73166,200476.86
-3483,-7241.93
-37843,-100357.53
-28436,-74864.56
98360,268752.6
-16778,-43271.38
-99765,-268166.15
42139,116393.69
87808,240156.68
-32735,-86514.85
-47658,-126956.18
56448,155171.08
57752,158704.92
-73151,-196042.21
36834,102017.14
-35558,-94165.18
23619,66204.49
10386,30343.06
42701,117916.71
81155,222127.05
64064,175810.44
-5649,-13111.79
85253,233232.63
-60431,-161571.01
89212,243961.52
-16684,-43016.64
-12311,-31165.81
-52875,-141094.25
5563,17272.73
-10368,-25900.28
-34335,-90850.85
-18947,-49149.37
9163,27028.73
85659,234332.89
-28247,-74352.37
94106,257224.26
-33833,-89490.43
-48935,-130416.85
-87572,-235123.12
-58692,-156858.32
-89503,-240356.13
50440,138889.4
83341,228051.11
7493,22503.03
-30073,-79300.83
-54333,-145045.43
55594,152856.74
34261,95044.31
-45886,-122154.06
-21311,-55555.81
-67180,-179860.8
65065,178523.15
93060,254389.6
-47274,-125915.54
-90263,-242415.73
88909,243140.39
69801,191357.71
-90798,-243865.58
87765,240040.15
51372,141415.12
33184,92125.64
21123,59440.33
-89023,-239055.33
-36573,-96915.83
-20813,-54206.23
-89180,-239480.8
47013,129602.23
88572,242227.12
-76878,-206142.38
61765,169580.15
-3858,-8258.18
-34140,-90322.4
13488,38749.48
-69378,-185817.38
-260,1492.4
-6049,-14195.79
-60326,-161286.46
74221,203335.91
42028,116092.88
-71212,-190787.52
-7006,-16789.26
99667,272294.57
-86988,-233540.48
93928,256741.88
-70496,-188847.16
38547,106659.37
63856,175246.76
37868,104819.28
7671,22985.41
69160,189620.6
10373,30307.83
-98343,-264312.53
-28589,-75279.19
-14552,-37238.92
68854,188791.34
-45688,-121617.48
-65466,-175215.86
-53801,-143603.71
35802,99220.42
-83510,-224115.1
26192,73177.32
79910,218753.1
19703,55592.13
-16987,-43837.77
20576,57957.96
-88380,-237312.8
-14451,-36965.21
-22646,-59173.66
53260,146531.6
-26632,-69975.72
86179,235742.09
-56976,-152207.96
-74382,-199378.22
83191,227644.61
-14292,-36534.32
53736,147821.56
-46957,-125056.47
97859,267394.89
51710,142331.1
40051,110735.21
-51236,-136652.56
40560,112114.6
-82633,-221738.43
90221,246695.91
360,3172.6
-30731,-81084.01
-27212,-71547.52
93146,254622.66
-49208,-131156.68
59362,163068.02
57850,158970.5
-68269,-182811.99
12477,36009.67
-59654,-159465.34
72231,197943.01
73217,200615.07
-12971,-32954.41
48679,134117.09
29385,81830.35
-69754,-186836.34
-90719,-243651.49
-15138,-38826.98
-4984,-11309.64
42109,116312.39
-90232,-242331.72
-56189,-150075.19
-72091,-193169.61
-57211,-152844.81
28575,79635.25
-69086,-185026.06
-44827,-119284.17
71518,196010.78
99750,272519.5
-97133,-261033.43
-47876,-127546.96
-95190,-255767.9
29435,81965.85
60690,166666.9
-68196,-182614.16
-39009,-103517.39
-12187,-30829.77
85865,234891.15
-50925,-135809.75
-10454,-26133.34
-55205,-147408.55
-73299,-196443.29
81637,223433.27
-7062,-16941.02
-14481,-37046.51
41793,115456.03
-78285,-209955.35
64043,175753.53
87988,240644.48
-68975,-184725.25
50176,138173.96
-37346,-99010.66
-27198,-71509.58
21256,59800.76
66408,182162.68
-40455,-107436.05
39442,109084.82
-3336,-6843.56
32226,89529.46
-3347,-6873.37
76400,209241.0
-48021,-127939.91
-84921,-227938.91
46650,128618.5
-15543,-39924.53
-7400,-17857.0
7733,23153.43
54470,149810.7
96281,263118.51
55496,152591.16
-82060,-220185.6
-41343,-109842.53
62516,171615.36
-96716,-259903.36
-93669,-251645.99
-31515,-83208.65
68256,187170.76
-78508,-210559.68
-67572,-180923.12
-89286,-239768.06
66667,182864.57
55209,151813.39
49063,135157.73
-29459,-77636.89
-90829,-243949.59
56493,155293.03
80059,219156.89
-45644,-121498.24
91512,250194.52
-88595,-237895.45
54372,149545.12
-56418,-150695.78
88338,241592.98
96494,263695.74
91425,249958.75
23154,64944.34
72499,198669.29
-22867,-59772.57
-55206,-147411.26
92201,252061.71
-85310,-228993.1
-27680,-72815.8
-80919,-217093.49
82993,227108.03
65383,179384.93
-8341,-20407.11
-51121,-136340.91
39830,110136.3
38575,106735.25
28930,80597.3
26496,74001.16
-87855,-235890.05
13279,38183.09
-48914,-130359.94
-83974,-225372.54
-56335,-150470.85
-31892,-84230.32
-31361,-82791.31
13675,39256.25
38897,107607.87
-48744,-129899.24
24067,67418.57
-35603,-94287.13
11173,32475.83
82941,226967.11
-66685,-178519.35
51167,140859.57
-98040,-263491.4
40304,111420.84
44091,121683.61
22833,64074.43
-57656,-154050.76
-73661,-197424.31
57987,159341.77
-95054,-255399.34
44686,123296.06
-3161,-6369.31
47981,132225.51
63508,174303.68
-83428,-223892.88
59431,163255.01
88086,240910.06
-4584,-10225.64
59916,164569.36
-11324,-28491.04
-72495,-194264.45
73181,200517.51
78300,214390.0
54286,149312.06
19323,54562.33
97577,266630.67
11237,32649.27
42153,116431.63
-13829,-35279.59
-30886,-81504.06
45272,124884.12
14232,40765.72
-37091,-98319.61
-39656,-105270.76
96892,264774.32
23976,67171.96
-70910,-189969.1
-5040,-11461.4
75441,206642.11
2621,9299.91
-82812,-222223.52
28301,78892.71
64286,176412.06
40486,111914.06
90451,247319.21
99804,272665.84
39919,110377.49
-82995,-222719.45
48712,134206.52
-50357,-134270.47
-77853,-208784.63
-7965,-19388.15
38012,105209.52
46732,128840.72
-88232,-236911.72
52140,143496.4
67739,185769.69
76115,208468.65
79617,217959.07
-59416,-158820.36
-26036,-68360.56
428,3356.88
81039,221812.69
-64878,-173622.38
2221,8215.91
49928,137501.88
-13320,-33900.2
-57944,-154831.24
20326,57280.46
68163,186918.73
14718,42082.78
78393,214642.03
77601,212495.71
29049,80919.79
-85656,-229930.76
-64229,-171863.59
38518,106580.78
-55266,-147573.86
-95849,-257553.79
68228,187094.88
98381,268809.51
-24209,-63409.39
-92179,-247608.09
71959,197205.89
-6389,-15117.19
-24145,-63235.95
-2117,-3540.07
75522,206861.62
-62022,-165882.62
79150,216693.5
97742,267077.82
31916,88689.36
91750,250839.5
-51,2058.79
14702,42039.42
30740,85502.4
-48457,-129121.47
98833,270034.43
-68556,-183589.76
34959,96935.89
28592,79681.32
334,3102.14
94489,258262.19
-21180,-55200.8
17238,48911.98
90433,247270.43
58114,159685.94
15820,45069.2
5668,17557.28
59758,164141.18
-83670,-224548.7
-45347,-120693.37
18337,51890.27
49238,135631.98
-24425,-63994.75
-85068,-228337.28
51961,143011.31
-3171,-6396.41
9745,28605.95
-68896,-184511.16
72542,198785.82
91636,250530.56
74866,205083.86
63424,174076.04
37416,103594.36
-30615,-80769.65
50987,140371.77
86101,235530.71
-50056,-133454.76
16267,46280.57
18878,53356.38
94593,258544.03
-60216,-160988.36
60518,166200.78
-3651,-7697.21
31087,86442.77
-67548,-180858.08
12088,34955.48
66194,181582.74
-68394,-183150.74
53060,145989.6
21947,61673.37
-51652,-137779.92
-70421,-188643.91
21035,59201.85
57388,157718.48
-93760,-251892.6
4025,13104.75
98893,270197.03
43091,118973.61
-55073,-147050.83
-89501,-240350.71
58964,161989.44
-83538,-224190.98
-42362,-112604.02
99474,271771.54
30577,85060.67
-26079,-68477.09
19516,55085.36
-31632,-83525.72
95371,260652.41
-35364,-93639.44
-52103,-139002.13
-4866,-10989.86
1465,6167.15
33490,92954.9
-73550,-197123.5
-7371,-17778.41
-72440,-194115.4
15480,44147.8
-83990,-225415.9
-73343,-196562.53
96304,263180.84
58747,161401.37
63298,173734.58
42710,117941.1
-71629,-191917.59
-27612,-72631.52
-38551,-102276.21
25802,72120.42
26482,73963.22
-20790,-54143.9
-40616,-107872.36
-8396,-20556.16
-13240,-33683.4
-98868,-265735.28
99220,271083.2
-8375,-20499.25
-8894,-21905.74
-62530,-167259.3
-10253,-25588.63
86034,235349.14
-14029,-35821.59
1907,7364.97
82263,225129.73
49815,137195.65
73608,201674.68
-97450,-261892.5
84982,232498.22
-50974,-135942.54
43816,120938.36
-92264,-247838.44
-96732,-259946.72
-40908,-108663.68
23171,64990.41
-10178,-25385.38
75323,206322.33
-95670,-257068.7
-24076,-63048.96
-3582,-7510.22
-85260,-228857.6
-27313,-71821.23
-97454,-261903.34
49357,135954.47
-19883,-51685.93
-13018,-33081.78
-34945,-92503.95
-20236,-52642.56
83816,229338.36
-50794,-135454.74
35781,99163.51
48875,134648.25
-95300,-256066.0
17023,48329.33
-18107,-46872.97
-76297,-204567.87
-16349,-42108.79
33899,94063.29
35434,98223.14
-79774,-213990.54
19476,54976.96
49902,137431.42
-9322,-23065.62
-89321,-239862.91
55757,153298.47
-56987,-152237.77
-29079,-76607.09
-71946,-192776.66
-28654,-75455.34
-83082,-222955.22
31680,88049.8
33875,93998.25
1505,6275.55
-98613,-265044.23
56572,155507.12
23744,66543.24
-88467,-237548.57
88045,240798.95
-67878,-181752.38
-68311,-182925.81
24088,67475.48
-69975,-187435.25
-40882,-108593.22
-48092,-128132.32
-7766,-18848.86
-46915,-124942.65
7770,23253.7
96017,262403.07
96035,262451.85
8438,25063.98
32196,89448.16
87738,239966.98
-80869,-216957.99
45822,126374.62
-49226,-131205.46
87716,239907.36
-98922,-265881.62
-20628,-53704.88
5362,16728.02
1989,7587.19
16183,46052.93
2124,7953.04
58288,160157.48
89346,244324.66
52804,145295.84
8124,24213.04
-90441,-242898.11
10965,31912.15
22494,63155.74
-64738,-173242.98
42544,117491.24
-12339,-31241.69
4023,13099.33
-28320,-74550.2
97626,266763.46
33816,93838.36
-62700,-167720.0
34536,95789.56
-78204,-209735.84
-72647,-194676.37
75544,206921.24
-58494,-156321.74
39928,110401.88
92166,251966.86
93139,254603.69
-52104,-139004.84
-88800,-238451.0
55159,151677.89
-94101,-252816.71
-89877,-241369.67
16946,48120.66
-85119,-228475.49
-62788,-167958.48
-81151,-217722.21
87504,239332.84
17107,48556.97
57047,156794.37
9156,27009.76
21674,60933.54
-50032,-133389.72
42070,116206.7
-31919,-84303.49
21151,59516.21
30910,85963.1
64411,176750.81
30751,85532.21
12600,36343.0
-38482,-102089.22
75357,206414.47
-64219,-171836.49
-54919,-146633.49
54041,148648.11
-98046,-263507.66
-85056,-228304.76
77505,212235.55
89765,245460.15
-4514,-10035.94
-70080,-187719.8
43104,119008.84
-52828,-140966.88
68664,188276.44
8988,26554.48
23899,66963.29
4157,13462.47
-57015,-152313.65
-14800,-37911.0
-75859,-203380.89
-19473,-50574.83
-33637,-88959.27
-92790,-249263.9
53309,146664.39
-69217,-185381.07
86425,236408.75
66512,182444.52
-16881,-43550.51
-79930,-214413.3
-47563,-126698.73
66409,182165.39
9823,28817.33
28500,79432.0
29174,81258.54
95673,261470.83
-61967,-165733.57
-19535,-50742.85
-21529,-56146.59
51446,141615.66
13257,38123.47
73071,200219.41
-36108,-95655.68
47712,131496.52
27868,77719.28
-34801,-92113.71
79557,217796.47
-46232,-123091.72
-77013,-206508.23
-65153,-174367.63
-47935,-127706.85
48960,134878.6
71651,196371.21
19713,55619.23
-91364,-245399.44
-72453,-194150.63
-59821,-159917.91
36677,101591.67
49815,137195.65
28311,78919.81
-73163,-196074.73
-1816,-2724.36
-70388,-188554.48
25143,70334.53
90662,247891.02
-21796,-56870.16
-19862,-51629.02
-32749,-86552.79
42399,117098.29
-74962,-200950.02
4197,13570.87
13918,39914.78
-48194,-128408.74
-67201,-179917.71
-96308,-258797.68
92898,253950.58
95332,260546.72
68527,187905.17
-52144,-139113.24
97747,267091.37
-51824,-138246.04
98915,270256.65
-9277,-22943.67
19424,54836.04
-68093,-182335.03
-63373,-169543.83
3757,12378.47
38782,107296.22
-74562,-199866.02
-73540,-197096.4
-30979,-81756.09
55899,153683.29
93068,254411.28
24648,68993.08
-76884,-206158.64
-34504,-91308.84
-17722,-45829.62
-54444,-145346.24
14046,40261.66
16840,47833.4
-73118,-195952.78
-82467,-221288.57
-45356,-120717.76
52738,145116.98
78925,216083.75
-45868,-122105.28
-48404,-128977.84
-96608,-259610.68
-34501,-91300.71
-63933,-171061.43
47075,129770.25
1926,7416.46
91370,249809.7
-99247,-266762.37
-82794,-222174.74
-60987,-163077.77
79144,216677.24
81921,224202.91
76598,209777.58
-89900,-241432.0
-51593,-137620.03
-4313,-9491.23
-23880,-62517.8
79592,217891.32
-85540,-229616.4
85461,233796.31
87321,238836.91
88478,241972.38
-79930,-214413.3
9769,28670.99
95639,261378.69
-48800,-130051.0
34102,94613.42
-45359,-120725.89
38851,107483.21
46589,128453.19
74686,204596.06
58160,159810.6
86815,237465.65
-53190,-141947.9
63440,174119.4
7086,21400.06
-56832,-151817.72
9482,27893.22
-17778,-45981.38
41874,115675.54
-29251,-77073.21
-41946,-111476.66
-44484,-118354.64
96903,264804.13
85328,233435.88
-18403,-47675.13
46561,128377.31
-45780,-121866.8
79877,218663.67
-27532,-72414.72
-56494,-150901.74
-96457,-259201.47
-14135,-36108.85
-40239,-106850.69
40662,112391.02
46066,127035.86
66110,181355.1
14554,41638.34
-98567,-264919.57
19932,56212.72
26334,73562.14
-24816,-65054.36
82757,226468.47
826,4435.46
87879,240349.09
-18231,-47209.01
37366,103458.86
-83776,-224835.96
-39133,-103853.43
-74328,-199231.88
-91430,-245578.3
69941,191737.11
74796,204894.16
16995,48253.45
-53447,-142644.37
69393,190252.03
73826,202265.46
-73044,-195752.24
97172,265533.12
34293,95131.03
94561,258457.31
35493,98383.03
-68763,-184150.73
86825,237492.75
31420,87345.2
97692,266942.32
87510,239349.1
89258,244086.18
-47196,-125704.16
42674,117843.54
-24814,-65048.94
-22462,-58675.02
55793,153396.03
-12839,-32596.69
-58996,-157682.16
-24446,-64051.66
93265,254945.15
37448,103681.08
-29005,-76406.55
28784,80201.64
62335,171124.85
73375,201043.25
-34479,-91241.09
90209,246663.39
-5256,-12046.76
-32512,-85910.52
13950,40001.5
97873,267432.83
-6657,-15843.47
-19157,-49718.47
35615,98713.65
-54526,-145568.46
-17274,-44615.54
-17107,-44162.97
9824,28820.04
-8574,-21038.54
72613,198978.23
90843,248381.53
-79196,-212424.16
28026,78147.46
-63356,-169497.76
-91609,-246063.39
-19579,-50862.09
96958,264953.18
28056,78228.76
-29319,-77257.49
-96620,-259643.2
-60302,-161221.42
-46924,-124967.04
48805,134458.55
-10962,-27510.02
44853,123748.63
-45142,-120137.82
-21569,-56254.99
-88630,-237990.3
-21414,-55834.94
96362,263338.02
37152,102878.92
-11221,-28211.91
98153,268191.63
54869,150891.99
10820,31519.2
-52172,-139189.12
62189,170729.19
-19158,-49721.18
-52363,-139706.73
-24859,-65170.89
62595,171829.45
55763,153314.73
4381,14069.51
-94254,-253231.34
-5698,-13244.58
43435,119905.85
-33549,-88720.79
-80993,-217294.03
-77246,-207139.66
75448,206661.08
-39894,-105915.74
39262,108597.02
28275,78822.25
-45161,-120189.31
68041,186588.11
-76138,-204136.98
-22729,-59398.59
84590,231435.9
-22978,-60073.38
28231,78703.01
28536,79529.56
-27887,-73376.77
